ts,cpu_usage_s,cpu_pressure_some_s,runq_wait_s,mem_bytes,cg_usage_usec,cg_press_some_total_us,node_load1
1788847278.989758141,1081.619773,3.785203,12.942652463,1.94514944e+09,1081733351,3795518,6.94
1788847281.091977436,1085.710406,3.925433,13.398933606,1.945628672e+09,1085770854,3939615,6.94
1788847283.149762024,1089.53593,4.208509,14.241736001,1.945280512e+09,1089578930,4218039,6.94
1788847285.199226197,1093.589362,4.310846,14.65058683,1.945726976e+09,1093641245,4321087,7.10
1788847287.255234485,1097.427831,4.586459,15.527890702,1.946386432e+09,1097472726,4591915,7.10
1788847289.299097126,1101.088732,4.869916,16.4935381,1.947496448e+09,1101140170,4873748,7.33
1788847291.346842602,1105.130489,4.995287,16.943230354,1.947508736e+09,1105176548,5003722,7.33
1788847293.397426703,1109.166542,5.119784,17.49253766,1.947860992e+09,1109221985,5128970,7.31
1788847295.449914688,1113.252308,5.211566,17.84632711,1.949495296e+09,1113356146,5262808,7.31
1788847297.556036462,1116.873886,5.561278,18.968716927,1.949872128e+09,1116926139,5566526,7.31
1788847299.604318550,1120.943096,5.681481,19.327557255,1.949966336e+09,1120989996,5684078,7.28
1788847301.648860678,1124.981593,5.756986,19.661519761,1.95043328e+09,1125047926,5764391,7.28
1788847303.704205708,1129.168553,5.796368,19.792587732,1.951219712e+09,1129210797,5800537,7.18
1788847305.746675265,1133.353319,5.823256,19.876680633,1.952161792e+09,1133420285,5828349,7.18
1788847307.803506522,1137.295164,5.995639,20.4897455,1.95278848e+09,1137460382,6033969,7.18
1788847309.939183816,1140.723188,6.575997,22.066970719,1.952935936e+09,1140747491,6603894,7.81
1788847311.993841684,1144.509351,6.96523,23.058301917,1.953374208e+09,1144694648,7001885,7.81
1788847314.151412893,1148.795293,7.062034,23.35819467,1.954308096e+09,1148838985,7065493,7.74
1788847316.194438627,1152.978221,7.099163,23.465638005,1.954861056e+09,1153019078,7106936,7.74
1788847318.240424011,1157.077199,7.190322,23.732875316,1.9560448e+09,1157125171,7200052,7.68
1788847320.288189992,1161.057654,7.320387,24.251520954,1.955897344e+09,1161097302,7329841,7.68
1788847322.332538707,1164.678529,7.659264,25.58231551,1.95637248e+09,1164780607,7764609,7.68
1788847324.504332930,1168.660254,8.083649,26.675523704,1.96343808e+09,1168711282,8089518,7.87
1788847326.601580041,1172.582434,8.297684,27.389272955,1.96845568e+09,1172604667,8324553,7.87
1788847328.649479949,1176.639925,8.401671,27.713261866,1.973641216e+09,1176674149,8423032,7.88
1788847330.703732275,1180.738478,8.477583,27.935963134,1.973354496e+09,1180780418,8483242,7.88
1788847332.743900380,1184.802417,8.578561,28.291042578,1.978585088e+09,1184852828,8580800,7.88
1788847334.788852315,1188.990705,8.597183,28.350361532,1.983336448e+09,1189036554,8601003,7.81
1788847336.832857978,1192.99278,8.656886,28.568028437,1.850802176e+09,1193038554,8660497,7.81
1788847338.877808479,1197.072534,8.757616,28.894697332,1.82335488e+09,1197132147,8764157,8.30
1788847340.933223825,1201.259435,8.795512,29.016126818,1.823084544e+09,1201305192,8796586,8.30
1788847342.975274764,1205.289626,8.923302,29.378886058,1.82370304e+09,1205324319,8925800,8.30
1788847345.007995627,1209.452387,8.9591,29.482592426,1.824559104e+09,1209497831,8964003,8.20
1788847347.052644208,1213.578057,9.026701,29.69461788,1.825247232e+09,1213621569,9029792,8.20
1788847349.096543552,1217.618418,9.145638,30.110155156,1.822752768e+09,1217666213,9151295,8.74
1788847351.145521871,1221.824786,9.173639,30.212521447,1.823555584e+09,1221881198,9185969,8.74
1788847353.212947713,1225.935055,9.266715,30.52970118,1.824935936e+09,1225979780,9269990,8.77
1788847355.253863733,1230.110675,9.293908,30.6157471,1.825554432e+09,1230155450,9296130,8.77
1788847357.295008019,1234.045276,9.564834,31.282360806,1.82622208e+09,1234098388,9569695,8.77
1788847359.341234712,1238.121615,9.704068,31.657026005,1.82669312e+09,1238174075,9711386,9.26
1788847361.389701692,1242.264711,9.78837,31.877664835,1.831407616e+09,1242311809,9793746,9.26
1788847363.434324484,1246.389681,9.857199,32.103195499,1.832001536e+09,1246435701,9863523,9.00
1788847365.478065784,1250.221486,10.208233,33.054450508,1.83291904e+09,1250322107,10223937,9.00
1788847367.559875809,1254.180313,10.40825,33.692718903,1.833496576e+09,1254241798,10413643,9.00
1788847369.612121163,1258.254207,10.516402,34.042876373,1.832931328e+09,1258298676,10518051,9.56
1788847371.655223129,1262.38691,10.608396,34.295858184,1.833816064e+09,1262441534,10611609,9.56
1788847373.705979298,1266.536256,10.683316,34.494577169,1.834602496e+09,1266582533,10685797,9.28
1788847375.748629904,1270.706958,10.731974,34.639083784,1.8354176e+09,1270746433,10737128,9.28
1788847377.793266487,1274.842501,10.834684,34.897396945,1.835876352e+09,1274886199,10840901,9.28
1788847379.837250055,1278.878451,10.968608,35.349684126,1.83584768e+09,1278924818,10973857,9.58
1788847381.885438737,1282.978645,11.028003,35.605470945,1.836675072e+09,1283025137,11031006,9.58
1788847383.928553594,1286.999653,11.123317,35.998964715,1.837744128e+09,1287050337,11125386,11.61
1788847385.973017724,1291.121918,11.169825,36.236731395,1.838604288e+09,1291156792,11169894,11.61
1788847388.005232453,1295.265495,11.187413,36.295925062,1.839099904e+09,1295298275,11187491,11.61
1788847390.035675649,1299.40951,11.192819,36.3168247,1.839161344e+09,1299442414,11192849,11.00
1788847392.066076878,1303.555676,11.1977,36.333577013,1.852583936e+09,1303588865,11197748,11.00
1788847394.096817174,1307.697861,11.203187,36.343604861,1.85307136e+09,1307728710,11203236,10.28
1788847396.127609605,1311.834799,11.207982,36.351756642,1.853669376e+09,1311869843,11208020,10.28
1788847398.158871229,1315.999498,11.216011,36.384224173,1.854308352e+09,1316040617,11217161,10.28
1788847400.195649961,1320.137164,11.255427,36.531882102,1.854435328e+09,1320174283,11255503,10.18
1788847402.228122539,1324.291517,11.260894,36.543980414,1.855483904e+09,1324326364,11260930,10.18
1788847404.260863725,1328.432248,11.266137,36.558273401,1.85540608e+09,1328465333,11266169,9.60
1788847406.291127058,1332.571114,11.272062,36.575049171,1.855803392e+09,1332606257,11272133,9.60
1788847408.323482134,1336.718801,11.277114,36.585840091,1.856540672e+09,1336758717,11277705,9.07
1788847410.359840426,1340.883492,11.2819,36.592882435,1.857273856e+09,1340920300,11282060,9.07
1788847412.392719508,1345.038205,11.296727,36.666526573,1.85841664e+09,1345075318,11296809,9.07
1788847414.426184700,1349.19022,11.3014,36.676723779,1.859219456e+09,1349223294,11301462,8.51
1788847416.457212959,1353.337036,11.30814,36.707957004,1.860222976e+09,1353367706,11308171,8.51
1788847418.487044015,1357.469693,11.323158,36.781034571,1.859907584e+09,1357506726,11323224,8.23
1788847420.519365697,1361.627288,11.32732,36.785605267,1.860345856e+09,1361662077,11327358,8.23
1788847422.550537745,1365.771022,11.33225,36.799156446,1.861165056e+09,1365801935,11332294,8.23
1788847424.580869704,1369.901751,11.335528,36.810094306,1.861922816e+09,1369932841,11335563,7.73
1788847426.611029887,1374.043823,11.341573,36.83112952,1.862742016e+09,1374074541,11341608,7.73
1788847428.640331796,1378.195177,11.34617,36.842936399,1.863794688e+09,1378228144,11346209,7.59
1788847430.671679965,1382.333561,11.350075,36.850436547,1.86458112e+09,1382370646,11350116,7.59
1788847432.703743093,1386.482875,11.357293,36.878134853,1.864753152e+09,1386519899,11357394,7.59
1788847434.737634949,1390.621102,11.36165,36.884474242,1.86513408e+09,1390653800,11361703,7.22
1788847436.768053704,1394.764523,11.368105,36.899601969,1.86597376e+09,1394795378,11368134,7.22
1788847438.796780343,1398.905068,11.373926,36.917292295,1.86679296e+09,1398942399,11374071,6.88
1788847440.828878025,1403.050257,11.377759,36.922119426,1.867657216e+09,1403082999,11377794,6.88
1788847442.859238570,1407.19051,11.384736,36.947380616,1.86902528e+09,1407225344,11384804,6.88
1788847444.890916510,1411.321203,11.388669,36.952088336,1.870114816e+09,1411351921,11388709,6.57
1788847446.919664842,1415.46008,11.393805,36.965494448,1.87006976e+09,1415491255,11393869,6.57
1788847448.949235323,1419.599365,11.401731,36.999162488,1.892102144e+09,1419632191,11401781,6.45
1788847450.979606276,1423.752499,11.405755,37.003624738,1.8927616e+09,1423783268,11405794,6.45
1788847453.009267795,1427.893849,11.415679,37.043994132,1.893011456e+09,1427924547,11415720,6.45
1788847455.038686478,1432.030779,11.419131,37.048209999,1.893318656e+09,1432066083,11419184,6.33
1788847457.069291918,1436.185652,11.423156,37.058494804,1.894137856e+09,1436218593,11423202,6.33
1788847459.100612158,1440.335177,11.428908,37.070371366,1.894289408e+09,1440370146,11428957,6.30
1788847461.131459617,1444.476193,11.432499,37.076195815,1.894178816e+09,1444508777,11434055,6.30
1788847463.165501823,1448.619139,11.439794,37.100280165,1.894637568e+09,1448650130,11439819,6.30
1788847465.195519720,1452.751521,11.443421,37.110756997,1.89507584e+09,1452784498,11443927,6.12
1788847467.226595344,1456.889732,11.454696,37.166702494,1.89609984e+09,1456922499,11454747,6.12
1788847469.256219307,1461.028084,11.459119,37.179284273,1.896730624e+09,1461060939,11459156,5.87
1788847471.287445554,1465.175806,11.463074,37.187799848,1.89806592e+09,1465215737,11464011,5.87
1788847473.323550144,1469.328208,11.468526,37.197020898,1.89693952e+09,1469365203,11468571,5.56
1788847475.356505262,1473.469443,11.472385,37.198502785,1.897701376e+09,1473504456,11472459,5.56
1788847477.388754375,1477.632789,11.480253,37.223941657,1.898409984e+09,1477670916,11482519,5.56
1788847479.425103059,1481.775347,11.488727,37.250245733,1.899208704e+09,1481806323,11488764,5.43
1788847481.455424001,1485.923425,11.495008,37.269372894,1.900036096e+09,1485960571,11495083,5.43
1788847483.488050659,1490.072404,11.498989,37.274617227,1.900883968e+09,1490105273,11499020,5.16
1788847485.519006220,1494.207894,11.50215,37.277330195,1.901408256e+09,1494240751,11502199,5.16
1788847487.550361354,1498.364685,11.510837,37.305779156,1.90152704e+09,1498409918,11512162,5.16
1788847489.591737744,1502.536026,11.53478,37.395329988,1.90244864e+09,1502573071,11534842,5.47
1788847491.625053876,1506.699249,11.539867,37.412834104,1.903046656e+09,1506732180,11539924,5.47
1788847493.656595807,1510.849476,11.544762,37.429535977,1.904357376e+09,1510884661,11544812,5.51
1788847495.689013022,1514.987729,11.548354,37.432990848,1.905045504e+09,1515018600,11548396,5.51
1788847497.719026811,1519.131546,11.552788,37.444136137,1.905483776e+09,1519162425,11552821,5.51
1788847499.748975161,1523.280051,11.558701,37.465389761,1.905471488e+09,1523320569,11559938,5.47
1788847501.785393992,1527.455533,11.576843,37.531535,1.906118656e+09,1527492205,11576952,5.47
1788847503.818065293,1531.602937,11.582472,37.548136872,1.908391936e+09,1531634815,11582508,5.19
1788847505.847238454,1535.738232,11.585598,37.549695933,1.909383168e+09,1535781573,11585665,5.19
1788847507.884637970,1539.894576,11.591244,37.572441093,1.910607872e+09,1539925378,11591281,5.19
1788847509.915311247,1544.042577,11.598134,37.594030506,1.911005184e+09,1544075604,11598182,5.09
1788847511.945769166,1548.195761,11.605613,37.615480911,1.911586816e+09,1548228737,11605664,5.09
1788847513.977417357,1552.339601,11.608988,37.618572214,1.9116032e+09,1552372185,11609027,4.85
1788847516.007642425,1556.475781,11.613539,37.628177563,1.912307712e+09,1556510829,11613583,4.85
1788847518.038448049,1560.619409,11.617024,37.634411653,1.913106432e+09,1560656318,11617163,4.85
1788847520.071291018,1564.773525,11.623785,37.650437348,1.914028032e+09,1564806076,11623836,4.86
1788847522.101336818,1568.920786,11.628617,37.667774787,1.914953728e+09,1568953766,11628683,4.86
1788847524.131930632,1573.069667,11.63185,37.671775896,1.91604736e+09,1573104943,11631915,4.63
1788847526.164242437,1577.216075,11.642243,37.701300801,1.915564032e+09,1577251530,11642305,4.63
1788847528.196766025,1581.372145,11.649453,37.717369918,1.916407808e+09,1581410828,11650878,4.63
1788847530.233574959,1585.521667,11.655686,37.738322716,1.917231104e+09,1585554493,11655731,4.58
1788847532.263387957,1589.66732,11.660297,37.748849112,1.918128128e+09,1589698077,11660337,4.58
1788847534.293139058,1593.758168,11.676521,37.828861488,1.91967232e+09,1593791048,11676561,4.37
1788847536.323994495,1597.911167,11.683225,37.851769902,1.920753664e+09,1597958029,11684327,4.37
1788847538.369019501,1602.079297,11.689963,37.878769429,1.920004096e+09,1602114213,11690017,4.50
1788847540.401190522,1606.220823,11.694802,37.89030932,1.921056768e+09,1606251622,11694852,4.50
1788847542.431281662,1610.372383,11.701456,37.910809498,1.92169984e+09,1610405106,11701497,4.50
1788847544.461153045,1614.510872,11.704931,37.916825379,1.922691072e+09,1614543629,11704971,4.30
1788847546.491782769,1618.658139,11.710575,37.931109514,1.923444736e+09,1618689610,11710642,4.30
1788847548.522478424,1622.799767,11.715406,37.942658338,1.924952064e+09,1622835779,11715497,4.20
1788847550.554650656,1626.949165,11.720789,37.961644921,1.924169728e+09,1626996287,11722470,4.20
1788847552.594202919,1631.111283,11.728907,37.992424663,1.92503808e+09,1631143297,11728947,4.20
1788847554.623547591,1635.250929,11.731798,37.995671988,1.92589824e+09,1635283912,11731842,4.02
1788847556.653573223,1639.389525,11.735753,38.007965585,1.9269632e+09,1639424334,11735779,4.02
1788847558.685245090,1643.532241,11.741203,38.024674548,1.927819264e+09,1643566969,11741251,4.18
1788847560.717215815,1647.680541,11.745292,38.030798137,1.92894976e+09,1647713248,11745329,4.18
1788847562.747755048,1651.828099,11.750465,38.044936598,1.929056256e+09,1651863141,11750513,4.18
1788847564.780167782,1655.966292,11.755358,38.052907522,1.92966656e+09,1655999154,11755690,4.01
1788847566.814041564,1660.104861,11.763736,38.074188753,1.964785664e+09,1660137766,11763787,4.01
1788847568.844946152,1664.252964,11.770403,38.092512829,1.964957696e+09,1664285846,11770448,4.17
1788847570.875958068,1668.404659,11.773769,38.09818383,1.965633536e+09,1668439653,11773815,4.17
1788847572.907474834,1672.561594,11.781552,38.126576083,1.965993984e+09,1672596495,11781589,4.17
1788847574.939565870,1676.704792,11.785084,38.135938909,1.967403008e+09,1676742083,11785137,4.07
1788847576.971736248,1680.855586,11.789657,38.147886489,1.966256128e+09,1680892657,11789698,4.07
1788847579.005150730,1685.024643,11.80991,38.241317076,1.966706688e+09,1685070118,11809991,4.31
1788847581.045539049,1689.205295,11.813983,38.252310887,1.967243264e+09,1689240110,11814024,4.31
1788847583.076717350,1693.341482,11.822167,38.284423085,1.967644672e+09,1693376091,11822225,4.31
1788847585.107510864,1697.47899,11.825724,38.288299706,1.968173056e+09,1697511979,11825754,4.12
1788847587.137878849,1701.624278,11.832393,38.307966321,1.968685056e+09,1701657105,11832429,4.12
1788847589.167608516,1705.772479,11.839047,38.334073617,1.969033216e+09,1705807552,11839093,4.11
1788847591.199972974,1709.953566,11.848011,38.366616993,1.9689472e+09,1709992440,11853267,4.11
1788847593.238964155,1714.111697,11.863459,38.426642545,1.96962304e+09,1714144680,11863492,4.11
1788847595.269491145,1718.252104,11.86715,38.432164505,1.969872896e+09,1718284910,11867189,4.02
1788847597.299562492,1722.409419,11.877264,38.469654265,1.970311168e+09,1722445197,11877342,4.02
1788847599.331085848,1726.553838,11.893023,38.540459142,1.971191808e+09,1726586803,11893076,4.18
1788847601.362354129,1730.713774,11.900125,38.575578528,1.971326976e+09,1730756960,11900236,4.18
1788847603.401483532,1734.89414,11.904765,38.583204814,1.971470336e+09,1734929197,11904828,4.09
1788847605.433169701,1739.059344,11.912881,38.602194763,1.971920896e+09,1739096506,11912943,4.09
1788847607.465746362,1743.218945,11.918105,38.626176688,1.972707328e+09,1743253987,11918177,4.09
1788847609.497533312,1747.377195,11.930227,38.665163529,1.973686272e+09,1747414402,11930281,4.16
1788847611.530135646,1751.542532,11.940704,38.703802825,1.974468608e+09,1751589750,11941276,4.16
1788847613.570699523,1755.720264,11.945636,38.715025804,1.974484992e+09,1755755387,11945690,4.15
1788847615.602379775,1759.862909,11.950155,38.727923889,1.975095296e+09,1759896032,11950202,4.15
1788847617.632955806,1764.005655,11.955542,38.740204467,1.975926784e+09,1764038464,11955591,4.15
1788847619.663822875,1768.152839,11.964277,38.761845597,1.976569856e+09,1768185365,11964312,4.21
1788847621.693694245,1772.292585,11.969873,38.777830109,1.977315328e+09,1772325452,11969912,4.21
1788847623.723571421,1776.426136,11.972838,38.778897619,1.978179584e+09,1776462231,11972875,4.12
1788847625.755019364,1780.581359,11.977809,38.788664423,1.981415424e+09,1780616645,11977857,4.12
1788847627.787093754,1784.729524,11.985443,38.812965261,1.98117376e+09,1784762564,11985490,4.12
1788847629.817987948,1788.87539,11.991523,38.833226323,1.981841408e+09,1788906048,11991587,4.27
1788847631.848287097,1793.016356,11.997409,38.857273422,1.982148608e+09,1793049317,11997450,4.27
1788847633.879063307,1797.059209,12.001804,38.866057964,1.8448384e+09,1797090048,12001881,4.01
1788847635.909162870,1801.202393,12.005675,38.870902593,1.846550528e+09,1801235577,12005753,4.01
1788847637.939845154,1805.350976,12.010256,38.88740232,1.826213888e+09,1805383945,12010296,4.01
1788847639.970478459,1809.498065,12.015243,38.904592999,1.826521088e+09,1809530808,12015280,4.01
1788847642.001060898,1813.644034,12.022027,38.923212215,1.82714368e+09,1813674816,12022059,4.01
1788847644.031368992,1817.781627,12.02547,38.929087492,1.825968128e+09,1817812329,12025508,3.92
1788847646.060557320,1821.922477,12.029418,38.935282352,1.826377728e+09,1821957036,12031040,3.92
1788847648.091708466,1826.063714,12.037614,38.994722382,1.82646784e+09,1826096756,12037678,3.92
1788847650.121076070,1830.198125,12.047538,39.029171549,1.8269184e+09,1830229067,12047580,3.93
1788847652.151432336,1834.337248,12.054189,39.048035482,1.827893248e+09,1834368147,12054242,3.93
1788847654.181306338,1838.474445,12.057302,39.050724748,1.828708352e+09,1838507392,12057347,3.78
1788847656.212014871,1842.619239,12.062827,39.066385351,1.83003136e+09,1842652265,12062878,3.78
1788847658.242558731,1846.764711,12.068373,39.081755817,1.830981632e+09,1846803446,12068507,3.78
1788847660.276983587,1850.914892,12.074289,39.101372511,1.83107584e+09,1850947877,12074334,3.71
1788847662.307296266,1855.060024,12.079271,39.113242282,1.831018496e+09,1855093046,12079334,3.71
1788847664.337844302,1859.201947,12.082282,39.115271156,1.831919616e+09,1859236819,12082345,3.66
1788847666.369491333,1863.345359,12.087673,39.131650903,1.832640512e+09,1863378453,12087713,3.66
1788847668.402136028,1867.509491,12.100205,39.198470064,1.833357312e+09,1867554026,12100417,3.76
1788847670.445309226,1871.691791,12.108022,39.228039268,1.83412736e+09,1871724691,12108060,3.76
1788847672.475633098,1875.837669,12.114518,39.244227266,1.835311104e+09,1875870593,12114579,3.76
1788847674.505651872,1879.972134,12.117853,39.249540388,1.835667456e+09,1880002983,12117888,3.62
1788847676.535071887,1884.113126,12.123925,39.271027636,1.835671552e+09,1884147159,12123974,3.62
1788847678.565519371,1888.25643,12.1283,39.284029322,1.8361344e+09,1888293472,12128844,3.81
1788847680.599647044,1892.427625,12.132886,39.289680855,1.83701504e+09,1892470795,12132986,3.81
1788847682.637829655,1896.593238,12.144854,39.343561842,1.83779328e+09,1896626246,12145169,3.81
1788847684.669102246,1900.736642,12.149487,39.356330755,1.838649344e+09,1900769612,12149536,3.67
1788847686.699458354,1904.88421,12.153109,39.368449451,1.848205312e+09,1904917168,12153167,3.67
1788847688.729538812,1909.037692,12.158016,39.37801843,1.84846336e+09,1909071510,12158068,3.69
1788847690.760718110,1913.184363,12.161866,39.383017498,1.848205312e+09,1913215039,12161900,3.69
1788847692.790559290,1917.321006,12.169164,39.400935052,1.848905728e+09,1917356011,12169203,3.69
1788847694.822573400,1921.480722,12.173347,39.408303992,1.849638912e+09,1921515778,12173983,3.56
1788847696.856921570,1925.62626,12.180655,39.432587575,1.849946112e+09,1925658970,12181687,3.56
1788847698.887712448,1929.772564,12.185162,39.440658643,1.851056128e+09,1929805350,12185238,3.83
1788847700.920382132,1933.908423,12.189206,39.448625978,1.851404288e+09,1933941465,12189244,3.83
1788847702.951044703,1938.045741,12.194582,39.466266322,1.851215872e+09,1938078649,12194627,3.83
1788847704.982262630,1942.189413,12.198057,39.472373416,1.852043264e+09,1942220172,12198102,3.69
1788847707.012113566,1946.333728,12.202716,39.48836584,1.852829696e+09,1946364612,12202765,3.69
1788847709.042176342,1950.482895,12.209218,39.512702071,1.853468672e+09,1950513646,12209254,3.71
1788847711.071832297,1954.61759,12.212801,39.516160579,1.854455808e+09,1954648366,12212855,3.71
1788847713.102603484,1958.753164,12.219192,39.538714639,1.855369216e+09,1958783941,12219228,3.71
1788847715.131838270,1962.890398,12.223964,39.548475118,1.856012288e+09,1962923156,12224006,3.66
1788847717.161783177,1967.035192,12.228893,39.56328933,1.8564096e+09,1967070138,12228936,3.66
1788847719.192834744,1971.161926,12.2354,39.604793198,1.856425984e+09,1971194748,12235455,3.68
1788847721.224445387,1975.302219,12.240094,39.61521293,1.857294336e+09,1975342808,12240354,3.68
1788847723.261093767,1979.460393,12.244205,39.62006028,1.858035712e+09,1979491295,12244240,3.68
1788847725.290612024,1983.602191,12.248654,39.626290928,1.858916352e+09,1983635147,12248691,3.63
1788847727.321191136,1987.749318,12.254402,39.638490948,1.859899392e+09,1987784292,12254439,3.63
1788847729.352326181,1991.902814,12.259951,39.654813622,1.86109952e+09,1991933517,12260004,3.74
1788847731.382034671,1996.048677,12.264295,39.663490008,1.861517312e+09,1996083695,12264347,3.74
1788847733.415971835,2000.189551,12.268443,39.670855673,1.861328896e+09,2000220511,12268504,3.60
1788847735.445683639,2004.324723,12.271501,39.674035114,1.8623488e+09,2004357352,12271542,3.60
1788847737.476349784,2008.466643,12.277394,39.700354044,1.8630656e+09,2008499947,12278213,3.60
1788847739.508379613,2012.613152,12.283015,39.712782843,1.864126464e+09,2012650228,12283078,3.55
1788847741.540617261,2016.759153,12.289121,39.730357846,1.864814592e+09,2016794169,12290183,3.55
1788847743.573698282,2020.899517,12.293474,39.735373725,1.883598848e+09,2020932441,12293513,3.59
1788847745.604213433,2025.03813,12.29734,39.744806082,1.883000832e+09,2025071139,12297415,3.59
1788847747.634657450,2029.184248,12.303255,39.762110661,1.883537408e+09,2029216791,12303315,3.59
1788847749.665527819,2033.327392,12.309154,39.784584277,1.8837504e+09,2033360379,12309201,3.86
1788847751.695869986,2037.469511,12.316339,39.802814697,1.884213248e+09,2037502444,12316380,3.86
1788847753.726640611,2041.614629,12.319812,39.804437729,1.8848768e+09,2041647218,12319852,3.71
1788847755.756440938,2045.765219,12.323928,39.811278774,1.88577792e+09,2045795987,12323983,3.71
1788847757.786793001,2049.921169,12.333941,39.834140958,1.885888512e+09,2049957502,12334504,3.71
1788847759.822386866,2054.085562,12.363337,39.939895668,1.885515776e+09,2054126435,12365458,3.97
1788847761.859979211,2058.244344,12.371304,39.960321536,1.88606464e+09,2058277107,12371356,3.97
1788847763.890562103,2062.381928,12.37486,39.964919503,1.88667904e+09,2062416999,12374905,3.82
1788847765.922227721,2066.525923,12.379062,39.971198237,1.8873344e+09,2066560598,12379858,3.82
